 * Serving Flask app 'app'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:3333
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 223-536-274
127.0.0.1 - - [22/Oct/2025 12:29:36] "GET /db-status HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:04:35] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:04:35] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:04:35] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:06:31] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:06:31] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:06:31] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:06:31] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:07] "GET /timer HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:07] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:07] "GET /static/js/timer-simple.js?v=1761150568 HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:07] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:07] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:22] "POST /api/timer/start HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:40] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:40] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:40] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:08:40] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:27] "GET /timer HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:27] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:27] "GET /static/js/timer-simple.js?v=1761150568 HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:27] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:27] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:34] "POST /api/timer/start HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:47] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:47] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:47] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:10:47] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:02] "GET /history HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:02] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:02] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:02] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:18] "GET /dashboard/enhanced HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:18] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:18] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:18] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:41] "GET /badges HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:41] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:41] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:11:41] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:56] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:56] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:56] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:56] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:57] "GET /history HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:57] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:57] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:57] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:58] "GET /dashboard/enhanced HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:58] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:58] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:58] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:59] "GET /timer HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:59] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:59] "GET /static/js/timer-simple.js?v=1761150568 HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:59] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:12:59] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:00] "GET /badges HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:00] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:00] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:00] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:02] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:02] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:02] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:02] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:03] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:03] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:03] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:03] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:06] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:06] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:06] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:06] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:06] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:06] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:06] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:06] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:07] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:08] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:08] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:08] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:08] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:08] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:08] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:08] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:09] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:09] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:09] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:09] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:09] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:10] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:10] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:10] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:10] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:10] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:10] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:10] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:10] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:11] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:11] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:11] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:11] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:11] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:11] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:11] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:11] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:12] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:12] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:12] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:12] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:13] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:14] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:15] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:15] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:15] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:15] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:15] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:15] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:15] "GET /static/js/global-timer.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:13:15] "GET /static/js/animations.js HTTP/1.1" 200 -
127.0.0.1 - - [26/Oct/2025 15:14:19] "POST /api/timer/complete HTTP/1.1" 200 -
